phi,threshold,region,Y,w,R,wage_bill,capital_income,identity_gap
0.342,0.9090909090909091,1,1.6873967999057196,-6.749561597461702,-2.5602161177683643e-06,-6.749561597461702,-2.5602161177683643e-05,8.4369839995286
0.34400000000000003,0.9090909090909091,1,1.6938298039030604,-6.775292349733177,-2.68658790651419e-06,-6.775292349733177,-2.6865879065141898e-05,8.469149019515303
0.34600000000000003,0.9090909090909091,1,1.7003070854288096,-6.801200152868509,-2.8188846729606735e-06,-6.801200152868509,-2.8188846729606736e-05,8.501535427144049
0.34800000000000003,0.9090909090909091,1,1.7068290859381103,-6.827286770003195,-2.957374924617792e-06,-6.827286770003195,-2.957374924617792e-05,8.534145429690552
0.35000000000000003,0.9090909090909091,1,1.713396252655888,-6.853553987231819,-3.1023391731975912e-06,-6.853553987231819,-3.102339173197591e-05,8.56698126327944
0.352,0.9090909090909091,1,1.7200090386701623,-6.880003613975901,-3.2540704747843073e-06,-6.880003613975901,-3.2540704747843074e-05,8.60004519335081
0.354,0.9090909090909091,1,1.726667903027158,-6.906637483358684,-3.4128749948746523e-06,-6.906637483358684,-3.4128749948746525e-05,8.633339515135791
0.356,0.9090909090909091,1,1.7333733108282476,-6.933457452586994,-3.5790725994732623e-06,-6.933457452586994,-3.579072599473262e-05,8.666866554141237
0.358,0.9090909090909091,1,1.7401257333287805,-6.960465403340388,-3.752997473487381e-06,-6.960465403340388,-3.752997473487381e-05,8.700628666643903
0.36,0.9090909090909091,1,1.7469256480388249,-6.987663242167623,-3.934998767726478e-06,-6.987663242167623,-3.934998767726478e-05,8.734628240194125
0.362,0.9090909090909091,1,1.753773538825879,-7.015052900890756,-4.125441275877915e-06,-7.015052900890756,-4.125441275877915e-05,8.768867694129394
0.364,0.9090909090909091,1,1.7606698960195886,-7.042636337016925,-4.324706142898137e-06,-7.042636337016925,-4.324706142898137e-05,8.803349480097943
